Ano,Mês,Evolução Mensal (AnoMês),Países Acordantes,Qtd Créd. Emit AcInt,Vlr Créd. Emit AcInt
2012,Maio,201205,Portugal,9149,"10343000,00"
2012,Junho,201206,Portugal,9175,"10232000,00"
2012,Julho,201207,Portugal,9256,"11081000,00"
2012,Agosto,201208,Portugal,9190,"15498000,00"
2012,Setembro,201209,Portugal,9215,"10657000,00"
2012,Outubro,201210,Portugal,9281,"10285000,00"
2012,Novembro,201211,Portugal,9318,"15380000,00"
2012,Dezembro,201212,Portugal,9311,"10687000,00"
2013,Janeiro,201301,Alemanha,0,"0,00"
2013,Janeiro,201301,Argentina,0,"0,00"
2013,Janeiro,201301,Bélgica,0,"0,00"
2013,Janeiro,201301,Canadá,0,"0,00"
2013,Janeiro,201301,Chile,159,"348000,00"
2013,Janeiro,201301,Espanha,4204,"5610000,00"
2013,Janeiro,201301,França,0,"0,00"
2013,Janeiro,201301,Grécia,0,"0,00"
2013,Janeiro,201301,Itália,0,"0,00"
2013,Janeiro,201301,Japão,169,"301000,00"
2013,Janeiro,201301,Paraguai,0,"0,00"
2013,Janeiro,201301,Portugal,9126,"10542000,00"
2013,Janeiro,201301,Uruguai,0,"0,00"
2013,Fevereiro,201302,Alemanha,0,"0,00"
2013,Fevereiro,201302,Argentina,0,"0,00"
2013,Fevereiro,201302,Bélgica,0,"0,00"
2013,Fevereiro,201302,Canadá,0,"0,00"
2013,Fevereiro,201302,Chile,162,"248000,00"
2013,Fevereiro,201302,Espanha,4226,"4771000,00"
2013,Fevereiro,201302,França,0,"0,00"
2013,Fevereiro,201302,Grécia,0,"0,00"
2013,Fevereiro,201302,Itália,0,"0,00"
2013,Fevereiro,201302,Japão,190,"154000,00"
2013,Fevereiro,201302,Paraguai,0,"0,00"
2013,Fevereiro,201302,Portugal,9170,"10726000,00"
2013,Fevereiro,201302,Uruguai,0,"0,00"
2013,Março,201303,Alemanha,0,"0,00"
2013,Março,201303,Argentina,0,"0,00"
2013,Março,201303,Bélgica,0,"0,00"
2013,Março,201303,Canadá,0,"0,00"
2013,Março,201303,Chile,169,"249000,00"
2013,Março,201303,Espanha,4250,"4532000,00"
2013,Março,201303,França,0,"0,00"
2013,Março,201303,Grécia,441,"417000,00"
2013,Março,201303,Itália,0,"0,00"
2013,Março,201303,Japão,224,"203000,00"
2013,Março,201303,Paraguai,0,"0,00"
2013,Março,201303,Portugal,9255,"11006000,00"
2013,Março,201303,Uruguai,0,"0,00"
2013,Abril,201304,Alemanha,0,"0,00"
2013,Abril,201304,Argentina,0,"0,00"
2013,Abril,201304,Bélgica,0,"0,00"
2013,Abril,201304,Canadá,0,"0,00"
2013,Abril,201304,Chile,177,"329000,00"
2013,Abril,201304,Espanha,4289,"4830000,00"
2013,Abril,201304,França,0,"0,00"
2013,Abril,201304,Grécia,0,"0,00"
2013,Abril,201304,Itália,0,"0,00"
2013,Abril,201304,Japão,261,"267000,00"
2013,Abril,201304,Paraguai,0,"0,00"
2013,Abril,201304,Portugal,9278,"10822000,00"
2013,Abril,201304,Uruguai,0,"0,00"
2013,Maio,201305,Alemanha,1,"1000,00"
2013,Maio,201305,Argentina,0,"0,00"
2013,Maio,201305,Bélgica,0,"0,00"
2013,Maio,201305,Canadá,0,"0,00"
2013,Maio,201305,Chile,188,"266000,00"
2013,Maio,201305,Espanha,4319,"3749000,00"
2013,Maio,201305,França,0,"0,00"
2013,Maio,201305,Grécia,0,"0,00"
2013,Maio,201305,Itália,0,"0,00"
2013,Maio,201305,Japão,296,"265000,00"
2013,Maio,201305,Paraguai,0,"0,00"
2013,Maio,201305,Portugal,8743,"8342000,00"
2013,Maio,201305,Uruguai,0,"0,00"
2013,Junho,201306,Alemanha,6,"8000,00"
2013,Junho,201306,Argentina,0,"0,00"
2013,Junho,201306,Bélgica,0,"0,00"
2013,Junho,201306,Canadá,0,"0,00"
2013,Junho,201306,Chile,195,"307000,00"
2013,Junho,201306,Espanha,4340,"3519000,00"
2013,Junho,201306,França,0,"0,00"
2013,Junho,201306,Grécia,445,"441000,00"
2013,Junho,201306,Itália,0,"0,00"
2013,Junho,201306,Japão,338,"332000,00"
2013,Junho,201306,Paraguai,0,"0,00"
2013,Junho,201306,Portugal,8781,"8504000,00"
2013,Junho,201306,Uruguai,0,"0,00"
2013,Julho,201307,Alemanha,19,"22000,00"
2013,Julho,201307,Argentina,0,"0,00"
2013,Julho,201307,Bélgica,0,"0,00"
2013,Julho,201307,Canadá,0,"0,00"
2013,Julho,201307,Chile,193,"249000,00"
2013,Julho,201307,Espanha,4345,"3824000,00"
2013,Julho,201307,França,0,"0,00"
2013,Julho,201307,Grécia,0,"0,00"
2013,Julho,201307,Itália,0,"0,00"
2013,Julho,201307,Japão,382,"334000,00"
2013,Julho,201307,Paraguai,0,"0,00"
2013,Julho,201307,Portugal,8825,"9087000,00"
2013,Julho,201307,Uruguai,0,"0,00"
2013,Agosto,201308,Alemanha,32,"61000,00"
2013,Agosto,201308,Argentina,0,"0,00"
2013,Agosto,201308,Bélgica,0,"0,00"
2013,Agosto,201308,Canadá,0,"0,00"
2013,Agosto,201308,Chile,201,"633000,00"
2013,Agosto,201308,Espanha,4370,"5929000,00"
2013,Agosto,201308,França,0,"0,00"
2013,Agosto,201308,Grécia,0,"0,00"
2013,Agosto,201308,Itália,3,"6000,00"
2013,Agosto,201308,Japão,413,"606000,00"
2013,Agosto,201308,Paraguai,0,"0,00"
2013,Agosto,201308,Portugal,8849,"13853000,00"
2013,Agosto,201308,Uruguai,0,"0,00"
2013,Setembro,201309,Alemanha,59,"103000,00"
2013,Setembro,201309,Argentina,0,"0,00"
2013,Setembro,201309,Bélgica,0,"0,00"
2013,Setembro,201309,Canadá,0,"0,00"
2013,Setembro,201309,Chile,207,"304000,00"
2013,Setembro,201309,Espanha,4378,"4658000,00"
2013,Setembro,201309,França,0,"0,00"
2013,Setembro,201309,Grécia,454,"421000,00"
2013,Setembro,201309,Itália,32,"55000,00"
2013,Setembro,201309,Japão,448,"508000,00"
2013,Setembro,201309,Paraguai,0,"0,00"
2013,Setembro,201309,Portugal,8854,"8329000,00"
2013,Setembro,201309,Uruguai,0,"0,00"
2013,Outubro,201310,Alemanha,67,"63000,00"
2013,Outubro,201310,Argentina,0,"0,00"
2013,Outubro,201310,Bélgica,0,"0,00"
2013,Outubro,201310,Canadá,0,"0,00"
2013,Outubro,201310,Chile,212,"352000,00"
2013,Outubro,201310,Espanha,4274,"7847000,00"
2013,Outubro,201310,França,0,"0,00"
2013,Outubro,201310,Grécia,0,"0,00"
2013,Outubro,201310,Itália,45,"99000,00"
2013,Outubro,201310,Japão,483,"862000,00"
2013,Outubro,201310,Paraguai,0,"0,00"
2013,Outubro,201310,Portugal,8836,"8241000,00"
2013,Outubro,201310,Uruguai,0,"0,00"
2013,Novembro,201311,Alemanha,90,"158000,00"
2013,Novembro,201311,Argentina,0,"0,00"
2013,Novembro,201311,Bélgica,0,"0,00"
2013,Novembro,201311,Canadá,0,"0,00"
2013,Novembro,201311,Chile,221,"654000,00"
2013,Novembro,201311,Espanha,4160,"6236000,00"
2013,Novembro,201311,França,0,"0,00"
2013,Novembro,201311,Grécia,0,"0,00"
2013,Novembro,201311,Itália,81,"275000,00"
2013,Novembro,201311,Japão,509,"732000,00"
2013,Novembro,201311,Paraguai,0,"0,00"
2013,Novembro,201311,Portugal,8642,"11416000,00"
2013,Novembro,201311,Uruguai,0,"0,00"
2013,Dezembro,201312,Alemanha,107,"152000,00"
2013,Dezembro,201312,Argentina,0,"0,00"
2013,Dezembro,201312,Bélgica,0,"0,00"
2013,Dezembro,201312,Canadá,0,"0,00"
2013,Dezembro,201312,Chile,223,"264000,00"
2013,Dezembro,201312,Espanha,4180,"4900000,00"
2013,Dezembro,201312,França,0,"0,00"
2013,Dezembro,201312,Grécia,465,"400000,00"
2013,Dezembro,201312,Itália,113,"339000,00"
2013,Dezembro,201312,Japão,570,"1355000,00"
2013,Dezembro,201312,Paraguai,0,"0,00"
2013,Dezembro,201312,Portugal,8784,"8550000,00"
2013,Dezembro,201312,Uruguai,0,"0,00"
2014,Janeiro,201401,Alemanha,121,"129000,00"
2014,Fevereiro,201402,Alemanha,136,"126000,00"
2014,Março,201403,Alemanha,173,"202000,00"
2014,Abril,201404,Alemanha,182,"261000,00"
2014,Maio,201405,Alemanha,192,"251000,00"
2014,Junho,201406,Alemanha,178,"178000,00"
2014,Julho,201407,Alemanha,246,"452000,00"
2014,Agosto,201408,Alemanha,200,"325000,00"
2014,Setembro,201409,Alemanha,266,"515000,00"
2014,Outubro,201410,Alemanha,264,"277000,00"
2014,Novembro,201411,Alemanha,236,"308000,00"
2014,Dezembro,201412,Alemanha,278,"417000,00"
2014,Janeiro,201401,Argentina,0,"0,00"
2014,Fevereiro,201402,Argentina,0,"0,00"
2014,Março,201403,Argentina,0,"0,00"
2014,Abril,201404,Argentina,0,"0,00"
2014,Maio,201405,Argentina,0,"0,00"
2014,Junho,201406,Argentina,0,"0,00"
2014,Julho,201407,Argentina,0,"0,00"
2014,Agosto,201408,Argentina,0,"0,00"
2014,Setembro,201409,Argentina,0,"0,00"
2014,Outubro,201410,Argentina,0,"0,00"
2014,Novembro,201411,Argentina,0,"0,00"
2014,Dezembro,201412,Argentina,0,"0,00"
2014,Janeiro,201401,Bélgica,0,"0,00"
2014,Fevereiro,201402,Bélgica,0,"0,00"
2014,Março,201403,Bélgica,0,"0,00"
2014,Abril,201404,Bélgica,0,"0,00"
2014,Maio,201405,Bélgica,0,"0,00"
2014,Junho,201406,Bélgica,0,"0,00"
2014,Julho,201407,Bélgica,0,"0,00"
2014,Agosto,201408,Bélgica,0,"0,00"
2014,Setembro,201409,Bélgica,0,"0,00"
2014,Outubro,201410,Bélgica,0,"0,00"
2014,Novembro,201411,Bélgica,0,"0,00"
2014,Dezembro,201412,Bélgica,0,"0,00"
2014,Janeiro,201401,Canadá,0,"0,00"
2014,Fevereiro,201402,Canadá,0,"0,00"
2014,Março,201403,Canadá,0,"0,00"
2014,Abril,201404,Canadá,0,"0,00"
2014,Maio,201405,Canadá,0,"0,00"
2014,Junho,201406,Canadá,0,"0,00"
2014,Julho,201407,Canadá,0,"0,00"
2014,Agosto,201408,Canadá,0,"0,00"
2014,Setembro,201409,Canadá,0,"0,00"
2014,Outubro,201410,Canadá,0,"0,00"
2014,Novembro,201411,Canadá,0,"0,00"
2014,Dezembro,201412,Canadá,0,"0,00"
2014,Janeiro,201401,Chile,254,"304000,00"
2014,Fevereiro,201402,Chile,253,"659000,00"
2014,Março,201403,Chile,243,"334000,00"
2014,Abril,201404,Chile,248,"401000,00"
2014,Maio,201405,Chile,240,"295000,00"
2014,Junho,201406,Chile,250,"685000,00"
2014,Julho,201407,Chile,256,"347000,00"
2014,Agosto,201408,Chile,265,"590000,00"
2014,Setembro,201409,Chile,269,"423000,00"
2014,Outubro,201410,Chile,270,"343000,00"
2014,Novembro,201411,Chile,274,"684000,00"
2014,Dezembro,201412,Chile,271,"376000,00"
2014,Janeiro,201401,Espanha,4233,"4562000,00"
2014,Fevereiro,201402,Espanha,4279,"4831000,00"
2014,Março,201403,Espanha,4259,"4797000,00"
2014,Abril,201404,Espanha,4293,"4976000,00"
2014,Maio,201405,Espanha,4270,"4608000,00"
2014,Junho,201406,Espanha,4315,"4948000,00"
2014,Julho,201407,Espanha,4314,"5224000,00"
2014,Agosto,201408,Espanha,4236,"7179000,00"
2014,Setembro,201409,Espanha,4338,"5168000,00"
2014,Outubro,201410,Espanha,4370,"5094000,00"
2014,Novembro,201411,Espanha,4331,"6957000,00"
2014,Dezembro,201412,Espanha,4290,"4658000,00"
2014,Janeiro,201401,França,0,"0,00"
2014,Fevereiro,201402,França,0,"0,00"
2014,Março,201403,França,0,"0,00"
2014,Abril,201404,França,0,"0,00"
2014,Maio,201405,França,0,"0,00"
2014,Junho,201406,França,0,"0,00"
2014,Julho,201407,França,0,"0,00"
2014,Agosto,201408,França,0,"0,00"
2014,Setembro,201409,França,0,"0,00"
2014,Outubro,201410,França,0,"0,00"
2014,Novembro,201411,França,0,"0,00"
2014,Dezembro,201412,França,0,"0,00"
2014,Janeiro,201401,Grécia,0,"0,00"
2014,Fevereiro,201402,Grécia,0,"0,00"
2014,Março,201403,Grécia,453,"347000,00"
2014,Abril,201404,Grécia,0,"0,00"
2014,Maio,201405,Grécia,0,"0,00"
2014,Junho,201406,Grécia,462,"369000,00"
2014,Julho,201407,Grécia,0,"0,00"
2014,Agosto,201408,Grécia,0,"0,00"
2014,Setembro,201409,Grécia,366,"371000,00"
2014,Outubro,201410,Grécia,0,"0,00"
2014,Novembro,201411,Grécia,0,"0,00"
2014,Dezembro,201412,Grécia,362,"338000,00"
2014,Janeiro,201401,Itália,170,"515000,00"
2014,Fevereiro,201402,Itália,233,"415000,00"
2014,Março,201403,Itália,259,"483000,00"
2014,Abril,201404,Itália,266,"363000,00"
2014,Maio,201405,Itália,297,"361000,00"
2014,Junho,201406,Itália,307,"475000,00"
2014,Julho,201407,Itália,341,"815000,00"
2014,Agosto,201408,Itália,352,"826000,00"
2014,Setembro,201409,Itália,346,"551000,00"
2014,Outubro,201410,Itália,379,"577000,00"
2014,Novembro,201411,Itália,413,"1190000,00"
2014,Dezembro,201412,Itália,392,"499000,00"
2014,Janeiro,201401,Japão,680,"845000,00"
2014,Fevereiro,201402,Japão,728,"905000,00"
2014,Março,201403,Japão,732,"723000,00"
2014,Abril,201404,Japão,812,"911000,00"
2014,Maio,201405,Japão,875,"893000,00"
2014,Junho,201406,Japão,903,"858000,00"
2014,Julho,201407,Japão,976,"1125000,00"
2014,Agosto,201408,Japão,957,"1166000,00"
2014,Setembro,201409,Japão,1059,"1004000,00"
2014,Outubro,201410,Japão,1120,"976000,00"
2014,Novembro,201411,Japão,1058,"1265000,00"
2014,Dezembro,201412,Japão,1148,"1013000,00"
2014,Janeiro,201401,Paraguai,0,"0,00"
2014,Fevereiro,201402,Paraguai,0,"0,00"
2014,Março,201403,Paraguai,0,"0,00"
2014,Abril,201404,Paraguai,0,"0,00"
2014,Maio,201405,Paraguai,0,"0,00"
2014,Junho,201406,Paraguai,0,"0,00"
2014,Julho,201407,Paraguai,0,"0,00"
2014,Agosto,201408,Paraguai,0,"0,00"
2014,Setembro,201409,Paraguai,0,"0,00"
2014,Outubro,201410,Paraguai,0,"0,00"
2014,Novembro,201411,Paraguai,0,"0,00"
2014,Dezembro,201412,Paraguai,0,"0,00"
2014,Janeiro,201401,Portugal,8760,"8401000,00"
2014,Fevereiro,201402,Portugal,8726,"8461000,00"
2014,Março,201403,Portugal,8736,"8454000,00"
2014,Abril,201404,Portugal,8673,"8397000,00"
2014,Maio,201405,Portugal,8689,"8571000,00"
2014,Junho,201406,Portugal,8648,"8419000,00"
2014,Julho,201407,Portugal,8652,"8451000,00"
2014,Agosto,201408,Portugal,8638,"13289000,00"
2014,Setembro,201409,Portugal,8743,"8849000,00"
2014,Outubro,201410,Portugal,8724,"8456000,00"
2014,Novembro,201411,Portugal,8673,"11398000,00"
2014,Dezembro,201412,Portugal,8626,"8284000,00"
2014,Janeiro,201401,Uruguai,0,"0,00"
2014,Fevereiro,201402,Uruguai,0,"0,00"
2014,Março,201403,Uruguai,0,"0,00"
2014,Abril,201404,Uruguai,0,"0,00"
2014,Maio,201405,Uruguai,0,"0,00"
2014,Junho,201406,Uruguai,0,"0,00"
2014,Julho,201407,Uruguai,0,"0,00"
2014,Agosto,201408,Uruguai,0,"0,00"
2014,Setembro,201409,Uruguai,0,"0,00"
2014,Outubro,201410,Uruguai,0,"0,00"
2014,Novembro,201411,Uruguai,0,"0,00"
2014,Dezembro,201412,Uruguai,0,"0,00"
2015,Janeiro,201501,Alemanha,274,"446000,00"
2015,Fevereiro,201502,Alemanha,264,"309000,00"
2015,Março,201503,Alemanha,305,"469000,00"
2015,Abril,201504,Alemanha,351,"636000,00"
2015,Maio,201505,Alemanha,349,"606000,00"
2015,Junho,201506,Alemanha,359,"487000,00"
2015,Julho,201507,Alemanha,313,"431000,00"
2015,Agosto,201508,Alemanha,305,"373000,00"
2015,Setembro,201509,Alemanha,412,"684000,00"
2015,Outubro,201510,Alemanha,387,"390000,00"
2015,Novembro,201511,Alemanha,433,"744000,00"
2015,Dezembro,201512,Alemanha,424,"454000,00"
2015,Janeiro,201501,Argentina,8,"52000,00"
2015,Fevereiro,201502,Argentina,10,"16000,00"
2015,Março,201503,Argentina,7,"10000,00"
2015,Abril,201504,Argentina,12,"9000,00"
2015,Maio,201505,Argentina,15,"19000,00"
2015,Junho,201506,Argentina,10,"9000,00"
2015,Julho,201507,Argentina,14,"8000,00"
2015,Agosto,201508,Argentina,10,"7000,00"
2015,Setembro,201509,Argentina,20,"47000,00"
2015,Outubro,201510,Argentina,13,"11000,00"
2015,Novembro,201511,Argentina,29,"157000,00"
2015,Dezembro,201512,Argentina,29,"66000,00"
2015,Janeiro,201501,Bélgica,0,"0,00"
2015,Fevereiro,201502,Bélgica,0,"0,00"
2015,Março,201503,Bélgica,0,"0,00"
2015,Abril,201504,Bélgica,0,"0,00"
2015,Maio,201505,Bélgica,0,"0,00"
2015,Junho,201506,Bélgica,0,"0,00"
2015,Julho,201507,Bélgica,0,"0,00"
2015,Agosto,201508,Bélgica,0,"0,00"
2015,Setembro,201509,Bélgica,0,"0,00"
2015,Outubro,201510,Bélgica,0,"0,00"
2015,Novembro,201511,Bélgica,0,"0,00"
2015,Dezembro,201512,Bélgica,0,"0,00"
2015,Janeiro,201501,Canadá,4,"10000,00"
2015,Fevereiro,201502,Canadá,5,"13000,00"
2015,Março,201503,Canadá,5,"14000,00"
2015,Abril,201504,Canadá,5,"13000,00"
2015,Maio,201505,Canadá,12,"26000,00"
2015,Junho,201506,Canadá,7,"23000,00"
2015,Julho,201507,Canadá,7,"17000,00"
2015,Agosto,201508,Canadá,9,"17000,00"
2015,Setembro,201509,Canadá,10,"26000,00"
2015,Outubro,201510,Canadá,12,"19000,00"
2015,Novembro,201511,Canadá,9,"26000,00"
2015,Dezembro,201512,Canadá,11,"80000,00"
2015,Janeiro,201501,Chile,274,"405000,00"
2015,Fevereiro,201502,Chile,285,"405000,00"
2015,Março,201503,Chile,279,"443000,00"
2015,Abril,201504,Chile,297,"411000,00"
2015,Maio,201505,Chile,296,"430000,00"
2015,Junho,201506,Chile,302,"545000,00"
2015,Julho,201507,Chile,308,"437000,00"
2015,Agosto,201508,Chile,304,"412000,00"
2015,Setembro,201509,Chile,313,"679000,00"
2015,Outubro,201510,Chile,318,"421000,00"
2015,Novembro,201511,Chile,320,"589000,00"
2015,Dezembro,201512,Chile,324,"447000,00"
2015,Janeiro,201501,Espanha,4346,"5139000,00"
2015,Fevereiro,201502,Espanha,4310,"4970000,00"
2015,Março,201503,Espanha,4313,"5029000,00"
2015,Abril,201504,Espanha,4359,"5090000,00"
2015,Maio,201505,Espanha,4333,"5128000,00"
2015,Junho,201506,Espanha,4279,"4946000,00"
2015,Julho,201507,Espanha,4324,"5031000,00"
2015,Agosto,201508,Espanha,4284,"4986000,00"
2015,Setembro,201509,Espanha,4308,"7448000,00"
2015,Outubro,201510,Espanha,4310,"5001000,00"
2015,Novembro,201511,Espanha,4292,"7507000,00"
2015,Dezembro,201512,Espanha,4299,"5109000,00"
2015,Janeiro,201501,França,0,"0,00"
2015,Fevereiro,201502,França,0,"0,00"
2015,Março,201503,França,1,"4000,00"
2015,Abril,201504,França,1,"4000,00"
2015,Maio,201505,França,2,"0,00"
2015,Junho,201506,França,2,"7000,00"
2015,Julho,201507,França,2,"7000,00"
2015,Agosto,201508,França,3,"8000,00"
2015,Setembro,201509,França,10,"24000,00"
2015,Outubro,201510,França,6,"10000,00"
2015,Novembro,201511,França,7,"30000,00"
2015,Dezembro,201512,França,8,"14000,00"
2015,Janeiro,201501,Grécia,77,"135000,00"
2015,Fevereiro,201502,Grécia,137,"113000,00"
2015,Março,201503,Grécia,138,"120000,00"
2015,Abril,201504,Grécia,134,"110000,00"
2015,Maio,201505,Grécia,141,"115000,00"
2015,Junho,201506,Grécia,137,"112000,00"
2015,Julho,201507,Grécia,137,"115000,00"
2015,Agosto,201508,Grécia,144,"196000,00"
2015,Setembro,201509,Grécia,137,"188000,00"
2015,Outubro,201510,Grécia,136,"112000,00"
2015,Novembro,201511,Grécia,137,"152000,00"
2015,Dezembro,201512,Grécia,137,"113000,00"
2015,Janeiro,201501,Itália,397,"558000,00"
2015,Fevereiro,201502,Itália,404,"574000,00"
2015,Março,201503,Itália,454,"888000,00"
2015,Abril,201504,Itália,443,"1024000,00"
2015,Maio,201505,Itália,442,"553000,00"
2015,Junho,201506,Itália,441,"555000,00"
2015,Julho,201507,Itália,462,"956000,00"
2015,Agosto,201508,Itália,444,"510000,00"
2015,Setembro,201509,Itália,446,"819000,00"
2015,Outubro,201510,Itália,489,"866000,00"
2015,Novembro,201511,Itália,501,"1091000,00"
2015,Dezembro,201512,Itália,495,"816000,00"
2015,Janeiro,201501,Japão,1179,"1113000,00"
2015,Fevereiro,201502,Japão,1237,"1092000,00"
2015,Março,201503,Japão,1360,"1276000,00"
2015,Abril,201504,Japão,1336,"1294000,00"
2015,Maio,201505,Japão,1409,"1426000,00"
2015,Junho,201506,Japão,1410,"1307000,00"
2015,Julho,201507,Japão,1441,"1366000,00"
2015,Agosto,201508,Japão,1496,"1450000,00"
2015,Setembro,201509,Japão,1557,"2124000,00"
2015,Outubro,201510,Japão,1584,"1426000,00"
2015,Novembro,201511,Japão,1582,"2101000,00"
2015,Dezembro,201512,Japão,1619,"1507000,00"
2015,Janeiro,201501,Paraguai,4,"5000,00"
2015,Fevereiro,201502,Paraguai,3,"3000,00"
2015,Março,201503,Paraguai,6,"15000,00"
2015,Abril,201504,Paraguai,5,"4000,00"
2015,Maio,201505,Paraguai,4,"3000,00"
2015,Junho,201506,Paraguai,6,"5000,00"
2015,Julho,201507,Paraguai,0,"0,00"
2015,Agosto,201508,Paraguai,4,"2000,00"
2015,Setembro,201509,Paraguai,4,"4000,00"
2015,Outubro,201510,Paraguai,4,"3000,00"
2015,Novembro,201511,Paraguai,4,"4000,00"
2015,Dezembro,201512,Paraguai,4,"3000,00"
2015,Janeiro,201501,Portugal,8686,"8841000,00"
2015,Fevereiro,201502,Portugal,8574,"8549000,00"
2015,Março,201503,Portugal,8476,"8808000,00"
2015,Abril,201504,Portugal,8391,"8434000,00"
2015,Maio,201505,Portugal,8355,"8360000,00"
2015,Junho,201506,Portugal,8363,"8502000,00"
2015,Julho,201507,Portugal,8351,"8567000,00"
2015,Agosto,201508,Portugal,8397,"8387000,00"
2015,Setembro,201509,Portugal,8370,"13237000,00"
2015,Outubro,201510,Portugal,8321,"8239000,00"
2015,Novembro,201511,Portugal,8230,"10862000,00"
2015,Dezembro,201512,Portugal,8259,"8185000,00"
2015,Janeiro,201501,Uruguai,6,"15000,00"
2015,Fevereiro,201502,Uruguai,0,"20000,00"
2015,Março,201503,Uruguai,19,"0,00"
2015,Abril,201504,Uruguai,24,"15000,00"
2015,Maio,201505,Uruguai,15,"16000,00"
2015,Junho,201506,Uruguai,13,"9000,00"
2015,Julho,201507,Uruguai,14,"10000,00"
2015,Agosto,201508,Uruguai,14,"10000,00"
2015,Setembro,201509,Uruguai,25,"36000,00"
2015,Outubro,201510,Uruguai,25,"36000,00"
2015,Novembro,201511,Uruguai,48,"47000,00"
2015,Dezembro,201512,Uruguai,34,"78000,00"
2016,Janeiro,{ñ class},Alemanha,450,"642000,00"
2016,Fevereiro,{ñ class},Alemanha,435,"495000,00"
2016,Março,{ñ class},Alemanha,460,"591000,00"
2016,Abril,{ñ class},Alemanha,475,"558000,00"
2016,Maio,{ñ class},Alemanha,506,"610000,00"
2016,Junho,{ñ class},Alemanha,475,"601000,00"
2016,Julho,{ñ class},Alemanha,516,"625000,00"
2016,Agosto,{ñ class},Alemanha,504,"967000,00"
2016,Setembro,{ñ class},Alemanha,540,"648000,00"
2016,Outubro,{ñ class},Alemanha,552,"625000,00"
2016,Novembro,{ñ class},Alemanha,543,"834000,00"
2016,Dezembro,{ñ class},Alemanha,565,"655000,00"
2016,Janeiro,{ñ class},Argentina,29,"78000,00"
2016,Fevereiro,{ñ class},Argentina,27,"39000,00"
2016,Março,{ñ class},Argentina,30,"40000,00"
2016,Abril,{ñ class},Argentina,39,"228000,00"
2016,Maio,{ñ class},Argentina,36,"52000,00"
2016,Junho,{ñ class},Argentina,36,"50000,00"
2016,Julho,{ñ class},Argentina,39,"91000,00"
2016,Agosto,{ñ class},Argentina,38,"92000,00"
2016,Setembro,{ñ class},Argentina,48,"80000,00"
2016,Outubro,{ñ class},Argentina,64,"286000,00"
2016,Novembro,{ñ class},Argentina,50,"100000,00"
2016,Dezembro,{ñ class},Argentina,70,"198000,00"
2016,Janeiro,{ñ class},Bélgica,0,"0,00"
2016,Fevereiro,{ñ class},Bélgica,0,"0,00"
2016,Março,{ñ class},Bélgica,0,"0,00"
2016,Abril,{ñ class},Bélgica,0,"0,00"
2016,Maio,{ñ class},Bélgica,0,"0,00"
2016,Junho,{ñ class},Bélgica,0,"0,00"
2016,Julho,{ñ class},Bélgica,0,"0,00"
2016,Agosto,{ñ class},Bélgica,0,"0,00"
2016,Setembro,{ñ class},Bélgica,0,"0,00"
2016,Outubro,{ñ class},Bélgica,0,"0,00"
2016,Novembro,{ñ class},Bélgica,0,"0,00"
2016,Dezembro,{ñ class},Bélgica,0,"0,00"
2016,Janeiro,{ñ class},Canadá,14,"39000,00"
2016,Fevereiro,{ñ class},Canadá,12,"26000,00"
2016,Março,{ñ class},Canadá,13,"27000,00"
2016,Abril,{ñ class},Canadá,15,"29000,00"
2016,Maio,{ñ class},Canadá,14,"35000,00"
2016,Junho,{ñ class},Canadá,17,"36000,00"
2016,Julho,{ñ class},Canadá,18,"43000,00"
2016,Agosto,{ñ class},Canadá,17,"52000,00"
2016,Setembro,{ñ class},Canadá,21,"72000,00"
2016,Outubro,{ñ class},Canadá,22,"52000,00"
2016,Novembro,{ñ class},Canadá,19,"57000,00"
2016,Dezembro,{ñ class},Canadá,22,"52000,00"
2016,Janeiro,{ñ class},Chile,325,"554000,00"
2016,Fevereiro,{ñ class},Chile,319,"533000,00"
2016,Março,{ñ class},Chile,316,"486000,00"
2016,Abril,{ñ class},Chile,337,"568000,00"
2016,Maio,{ñ class},Chile,336,"670000,00"
2016,Junho,{ñ class},Chile,343,"537000,00"
2016,Julho,{ñ class},Chile,348,"523000,00"
2016,Agosto,{ñ class},Chile,361,"872000,00"
2016,Setembro,{ñ class},Chile,387,"704000,00"
2016,Outubro,{ñ class},Chile,367,"541000,00"
2016,Novembro,{ñ class},Chile,394,"817000,00"
2016,Dezembro,{ñ class},Chile,391,"688000,00"
2016,Janeiro,{ñ class},Espanha,4216,"5549000,00"
2016,Fevereiro,{ñ class},Espanha,4265,"5532000,00"
2016,Março,{ñ class},Espanha,4206,"5523000,00"
2016,Abril,{ñ class},Espanha,4269,"5703000,00"
2016,Maio,{ñ class},Espanha,4222,"5463000,00"
2016,Junho,{ñ class},Espanha,4253,"5647000,00"
2016,Julho,{ñ class},Espanha,4213,"5466000,00"
2016,Agosto,{ñ class},Espanha,4215,"8227000,00"
2016,Setembro,{ñ class},Espanha,4162,"5445000,00"
2016,Outubro,{ñ class},Espanha,4242,"5527000,00"
2016,Novembro,{ñ class},Espanha,4207,"8163000,00"
2016,Dezembro,{ñ class},Espanha,4240,"5624000,00"
2016,Janeiro,{ñ class},França,11,"16000,00"
2016,Fevereiro,{ñ class},França,12,"41000,00"
2016,Março,{ñ class},França,13,"36000,00"
2016,Abril,{ñ class},França,20,"36000,00"
2016,Maio,{ñ class},França,17,"33000,00"
2016,Junho,{ñ class},França,17,"33000,00"
