Ano,Mês,Evolução Mensal (AnoMês),Países Acordantes,Qtd Créd. Emit AcInt,Vlr Créd. Emit AcInt
2016,Julho,{ñ class},França,21,"66000,00"
2016,Agosto,{ñ class},França,19,"57000,00"
2016,Setembro,{ñ class},França,19,"38000,00"
2016,Outubro,{ñ class},França,21,"42000,00"
2016,Novembro,{ñ class},França,19,"58000,00"
2016,Dezembro,{ñ class},França,22,"43000,00"
2016,Janeiro,{ñ class},Grécia,135,"122000,00"
2016,Fevereiro,{ñ class},Grécia,148,"229000,00"
2016,Março,{ñ class},Grécia,140,"142000,00"
2016,Abril,{ñ class},Grécia,137,"121000,00"
2016,Maio,{ñ class},Grécia,137,"121000,00"
2016,Junho,{ñ class},Grécia,137,"122000,00"
2016,Julho,{ñ class},Grécia,143,"179000,00"
2016,Agosto,{ñ class},Grécia,139,"207000,00"
2016,Setembro,{ñ class},Grécia,139,"125000,00"
2016,Outubro,{ñ class},Grécia,140,"133000,00"
2016,Novembro,{ñ class},Grécia,142,"175000,00"
2016,Dezembro,{ñ class},Grécia,145,"209000,00"
2016,Janeiro,{ñ class},Itália,508,"937000,00"
2016,Fevereiro,{ñ class},Itália,521,"868000,00"
2016,Março,{ñ class},Itália,503,"665000,00"
2016,Abril,{ñ class},Itália,522,"851000,00"
2016,Maio,{ñ class},Itália,526,"850000,00"
2016,Junho,{ñ class},Itália,551,"937000,00"
2016,Julho,{ñ class},Itália,555,"1016000,00"
2016,Agosto,{ñ class},Itália,557,"1516000,00"
2016,Setembro,{ñ class},Itália,542,"836000,00"
2016,Outubro,{ñ class},Itália,548,"807000,00"
2016,Novembro,{ñ class},Itália,541,"1108000,00"
2016,Dezembro,{ñ class},Itália,550,"822000,00"
2016,Janeiro,{ñ class},Japão,1638,"1749000,00"
2016,Fevereiro,{ñ class},Japão,1661,"1738000,00"
2016,Março,{ñ class},Japão,1737,"1814000,00"
2016,Abril,{ñ class},Japão,1770,"2044000,00"
2016,Maio,{ñ class},Japão,1736,"1882000,00"
2016,Junho,{ñ class},Japão,1829,"2029000,00"
2016,Julho,{ñ class},Japão,1825,"1908000,00"
2016,Agosto,{ñ class},Japão,1819,"2831000,00"
2016,Setembro,{ñ class},Japão,1862,"1995000,00"
2016,Outubro,{ñ class},Japão,1881,"1981000,00"
2016,Novembro,{ñ class},Japão,1920,"3111000,00"
2016,Dezembro,{ñ class},Japão,1958,"2113000,00"
2016,Janeiro,{ñ class},Paraguai,4,"3000,00"
2016,Fevereiro,{ñ class},Paraguai,4,"3000,00"
2016,Março,{ñ class},Paraguai,9,"15000,00"
2016,Abril,{ñ class},Paraguai,5,"4000,00"
2016,Maio,{ñ class},Paraguai,5,"4000,00"
2016,Junho,{ñ class},Paraguai,5,"4000,00"
2016,Julho,{ñ class},Paraguai,5,"4000,00"
2016,Agosto,{ñ class},Paraguai,5,"7000,00"
2016,Setembro,{ñ class},Paraguai,5,"4000,00"
2016,Outubro,{ñ class},Paraguai,5,"4000,00"
2016,Novembro,{ñ class},Paraguai,5,"5000,00"
2016,Dezembro,{ñ class},Paraguai,5,"4000,00"
2016,Janeiro,{ñ class},Portugal,8233,"8952000,00"
2016,Fevereiro,{ñ class},Portugal,8250,"8862000,00"
2016,Março,{ñ class},Portugal,8285,"8954000,00"
2016,Abril,{ñ class},Portugal,8278,"9126000,00"
2016,Maio,{ñ class},Portugal,8280,"8959000,00"
2016,Junho,{ñ class},Portugal,8264,"8825000,00"
2016,Julho,{ñ class},Portugal,8280,"8910000,00"
2016,Agosto,{ñ class},Portugal,8257,"14397000,00"
2016,Setembro,{ñ class},Portugal,8248,"8634000,00"
2016,Outubro,{ñ class},Portugal,8168,"8506000,00"
2016,Novembro,{ñ class},Portugal,8192,"11447000,00"
2016,Dezembro,{ñ class},Portugal,8250,"8728000,00"
2016,Janeiro,{ñ class},Uruguai,39,"33000,00"
2016,Fevereiro,{ñ class},Uruguai,37,"32000,00"
2016,Março,{ñ class},Uruguai,41,"38000,00"
2016,Abril,{ñ class},Uruguai,41,"30000,00"
2016,Maio,{ñ class},Uruguai,40,"30000,00"
2016,Junho,{ñ class},Uruguai,47,"65000,00"
2016,Julho,{ñ class},Uruguai,50,"48000,00"
2016,Agosto,{ñ class},Uruguai,54,"77000,00"
2016,Setembro,{ñ class},Uruguai,66,"152000,00"
2016,Outubro,{ñ class},Uruguai,74,"64000,00"
2016,Novembro,{ñ class},Uruguai,73,"100000,00"
2016,Dezembro,{ñ class},Uruguai,84,"123000,00"
